Archivo,Tamano (MB)
BIOGRID-ORCS-SCREEN_1165-1.1.16.screen.csv,2.1038761138916016
BIOGRID-ORCS-SCREEN_2213-1.1.16.screen.csv,2.10296630859375
BIOGRID-ORCS-SCREEN_1144-1.1.16.screen.csv,2.1029186248779297
BIOGRID-ORCS-SCREEN_1392-1.1.16.screen.csv,2.102725028991699
BIOGRID-ORCS-SCREEN_2220-1.1.16.screen.csv,2.1021041870117188
BIOGRID-ORCS-SCREEN_1401-1.1.16.screen.csv,2.1014814376831055
BIOGRID-ORCS-SCREEN_2212-1.1.16.screen.csv,2.101447105407715
BIOGRID-ORCS-SCREEN_2222-1.1.16.screen.csv,2.101334571838379
BIOGRID-ORCS-SCREEN_1046-1.1.16.screen.csv,2.1012401580810547
BIOGRID-ORCS-SCREEN_2217-1.1.16.screen.csv,2.0995988845825195
BIOGRID-ORCS-SCREEN_2219-1.1.16.screen.csv,2.0993099212646484
BIOGRID-ORCS-SCREEN_2215-1.1.16.screen.csv,2.098928451538086
BIOGRID-ORCS-SCREEN_2218-1.1.16.screen.csv,2.098653793334961
BIOGRID-ORCS-SCREEN_2223-1.1.16.screen.csv,2.0983829498291016
BIOGRID-ORCS-SCREEN_1581-1.1.16.screen.csv,2.0983638763427734
BIOGRID-ORCS-SCREEN_1520-1.1.16.screen.csv,2.0962562561035156
BIOGRID-ORCS-SCREEN_1187-1.1.16.screen.csv,2.0959434509277344
BIOGRID-ORCS-SCREEN_1403-1.1.16.screen.csv,2.0946455001831055
BIOGRID-ORCS-SCREEN_1404-1.1.16.screen.csv,2.094186782836914
BIOGRID-ORCS-SCREEN_1956-1.1.16.screen.csv,2.0940685272216797
BIOGRID-ORCS-SCREEN_1414-1.1.16.screen.csv,2.093319892883301
BIOGRID-ORCS-SCREEN_1188-1.1.16.screen.csv,2.0901365280151367
BIOGRID-ORCS-SCREEN_1670-1.1.16.screen.csv,2.087061882019043
BIOGRID-ORCS-SCREEN_2079-1.1.16.screen.csv,2.0793027877807617
BIOGRID-ORCS-SCREEN_2081-1.1.16.screen.csv,2.079164505004883
